,Date,Sensor_ID,CO2_Room,CO_Room,H2_Room,Humidity_Room,PM05_Room,PM100_Room,PM10_Room,PM25_Room,PM40_Room,PM_Room_Typical_Size,PM_Total_Room,Temperature_Room,VOC_Room,VOC_Room_RAW,scenario_label,class,number_label,UV_Room,Interval_label,CO2_Room_Trend,CO_Room_Trend,H2_Room_Trend,PM05_Room_Trend,PM10_Room_Trend,PM25_Room_Trend,PM40_Room_Trend,PM100_Room_Trend,PM_Room_Typical_Size_Trend,VOC_Room_RAW_Trend
1617,4040,sensornode0006,624,1.59,0.06,42.08,110,0,17,0,0,0.51,128,25.17,206,3.97,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1618,4040,sensornode0007,812.5,1.43,0.29,41.8,120,0,19,0,0,0.6,140,25.4,134,1.74,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1619,4040,sensornode0008,691.7,2.08,-0.19,44.89,126,0,17,0,0,0.5,144,23.47,186.2,4.25,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1620,4050,sensornode0005,590.9,0.8,-0.21,40.54,110,0,17,0,0,0.55,129,25.66,221.4,4.3,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1621,4050,sensornode0006,622.8,1.59,0.06,42.18,109,0,17,0,0,0.51,127,25.14,201.4,3.84,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1622,4050,sensornode0007,811.9,1.43,0.29,41.8,121,0,19,0,0,0.6,140,25.34,129,1.61,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1623,4050,sensornode0008,692.3,1.94,-0.21,45.02,129,0,18,0,0,0.5,148,23.41,181,4.08,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1624,4060,sensornode0005,597.1,0.78,-0.26,40.55,109,0,17,0,0,0.53,127,25.62,215.6,4.1,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1625,4060,sensornode0006,617.5,1.06,0.02,42.21,112,0,17,0,0,0.49,131,25.14,197.4,3.77,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1626,4060,sensornode0007,810.3,1.3,0.24,41.92,119,0,19,0,0,0.59,139,25.34,124,1.52,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1627,4060,sensornode0008,673.4,1.94,-0.21,45.32,130,0,18,0,0,0.49,149,23.37,176.4,3.93,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1628,4070,sensornode0005,602.4,0.78,-0.26,40.63,110,0,17,0,0,0.53,128,25.59,210,3.97,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1629,4070,sensornode0006,614,1.06,0.02,42.26,114,0,18,0,0,0.48,132,25.1,193.8,3.61,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1630,4070,sensornode0007,806.2,1.3,0.24,42.15,119,0,19,0,0,0.58,139,25.3,119.8,1.43,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1631,4070,sensornode0008,721.3,2.56,-0.25,45.56,127,0,18,0,0,0.48,146,23.33,172.4,3.81,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1632,4080,sensornode0005,603.7,0.34,-0.31,40.84,109,0,17,0,0,0.53,127,25.56,205.2,3.84,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1633,4080,sensornode0006,608.4,1.06,0,42.14,113,0,18,0,0,0.5,132,25.05,190.2,3.5,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1634,4080,sensornode0007,798.9,2.01,0.18,42.22,118,0,18,0,0,0.59,138,25.27,116.2,1.33,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1635,4080,sensornode0008,691.3,2.56,-0.25,45.63,125,0,17,0,0,0.47,144,23.29,168.4,3.68,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1636,4090,sensornode0005,602.4,0.34,-0.31,40.93,109,0,17,0,0,0.52,127,25.53,201,3.69,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1637,4090,sensornode0006,604.1,1.06,0,42.08,112,0,18,0,0,0.5,131,25.03,186.6,3.41,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1638,4090,sensornode0007,796,2.01,0.18,42.29,115,0,18,0,0,0.6,134,25.25,112.6,1.25,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1639,4090,sensornode0008,635.4,2.32,-0.23,45.74,129,0,18,0,0,0.46,148,23.26,165.2,3.6,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1640,4100,sensornode0005,594.5,0.76,-0.33,41,108,0,17,0,0,0.51,126,25.51,196.4,3.59,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1641,4100,sensornode0006,599.6,1.08,0,42.08,111,0,17,0,0,0.51,130,24.99,183.2,3.27,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1642,4100,sensornode0007,785.6,1.55,0.17,42.26,113,0,18,0,0,0.6,132,25.23,109.4,1.19,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1643,4100,sensornode0008,651.2,2.32,-0.23,45.61,135,0,19,0,0,0.46,155,23.21,162.4,3.47,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1644,4110,sensornode0005,591.1,0.76,-0.33,41.02,109,0,17,0,0,0.5,127,25.48,192.6,3.47,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1645,4110,sensornode0006,598.4,1.08,0,42.19,109,0,17,0,0,0.52,127,24.95,179.6,3.19,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1646,4110,sensornode0007,795,1.55,0.17,42.11,113,0,18,0,0,0.59,132,25.21,106.8,1.12,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1647,4110,sensornode0008,632.7,2.22,-0.24,45.5,135,0,19,0,0,0.46,155,23.21,159,3.33,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1648,4120,sensornode0005,588.5,0.58,-0.35,40.85,108,0,17,0,0,0.51,126,25.48,188.8,3.35,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1649,4120,sensornode0006,597.9,1.15,-0.02,42.33,110,0,17,0,0,0.52,128,24.93,176.6,3.1,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1650,4120,sensornode0007,805.9,1.45,0.14,42.06,113,0,18,0,0,0.59,132,25.18,103.8,1.06,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1651,4120,sensornode0008,666.2,2.22,-0.24,45.45,137,0,19,0,0,0.47,157,23.16,155.8,3.21,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1652,4130,sensornode0005,587.4,0.58,-0.35,40.77,109,0,17,0,0,0.51,127,25.45,184.8,3.24,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1653,4130,sensornode0006,596.6,1.15,-0.02,42.35,115,0,18,0,0,0.52,133,24.94,174.2,3.06,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1654,4130,sensornode0007,806.4,1.45,0.14,42.11,117,0,18,0,0,0.58,136,25.13,101.2,0.99,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1655,4130,sensornode0008,679,2.23,-0.25,45.55,139,0,19,0,0,0.46,159,23.11,152.8,3.1,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1656,4140,sensornode0005,578.2,0.74,-0.4,40.75,109,0,17,0,0,0.52,127,25.43,181.4,3.15,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1657,4140,sensornode0006,596.8,1.01,-0.04,42.36,115,0,18,0,0,0.53,133,24.91,172,3.02,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1658,4140,sensornode0007,810.5,1.15,0.09,42.2,121,0,19,0,0,0.59,141,25.14,99,0.95,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1659,4140,sensornode0008,671.7,2.23,-0.25,45.75,137,0,19,0,0,0.45,157,23.12,149.8,3.03,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1660,4150,sensornode0005,577.9,0.74,-0.4,40.84,110,0,17,0,0,0.51,128,25.41,178.4,3.1,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1661,4150,sensornode0006,594.9,1.01,-0.04,42.26,111,0,17,0,0,0.52,129,24.9,169.8,2.93,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1662,4150,sensornode0007,811.9,1.15,0.09,42.28,122,0,19,0,0,0.58,142,25.12,97,0.92,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1663,4150,sensornode0008,663.4,2.01,-0.26,45.82,131,0,18,0,0,0.45,150,23.1,147.2,2.95,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1664,4160,sensornode0005,580.1,0.52,-0.4,40.92,110,0,17,0,0,0.52,129,25.41,175.8,3.01,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1665,4160,sensornode0006,594.7,0.89,-0.04,42.27,103,0,16,0,0,0.51,120,24.89,167.4,2.84,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1666,4160,sensornode0007,804.1,1.23,0.1,42.28,122,0,19,0,0,0.59,142,25.12,95.6,0.89,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1667,4160,sensornode0008,661.5,2.01,-0.26,45.84,128,0,18,0,0,0.45,147,23.1,145,2.89,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1668,4170,sensornode0005,579.6,0.52,-0.4,40.98,111,0,17,0,0,0.52,129,25.39,173.2,2.94,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1669,4170,sensornode0006,595,0.89,-0.04,42.37,108,0,17,0,0,0.51,126,24.86,165,2.8,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1670,4170,sensornode0007,801,1.23,0.1,42.2,117,0,18,0,0,0.59,136,25.1,94.2,0.85,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1671,4170,sensornode0008,707.6,2.13,-0.23,45.72,127,0,18,0,0,0.45,145,23.07,143.4,2.84,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1672,4180,sensornode0005,574,0.61,-0.39,40.97,110,0,17,0,0,0.52,128,25.37,170.8,2.89,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1673,4180,sensornode0006,595.7,1,-0.07,42.47,116,0,18,0,0,0.51,135,24.86,162.8,2.73,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1674,4180,sensornode0007,795.9,1.05,0.09,42.22,113,0,18,0,0,0.59,131,25.08,92.6,0.81,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1675,4180,sensornode0008,708.5,2.13,-0.23,45.73,128,0,18,0,0,0.47,146,23.05,141.2,2.74,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1676,4190,sensornode0005,581.1,0.61,-0.39,40.9,112,0,17,0,0,0.52,130,25.35,168.4,2.82,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1677,4190,sensornode0006,596.7,1,-0.07,42.45,112,0,17,0,0,0.5,131,24.85,160.8,2.68,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1678,4190,sensornode0007,796.3,1.05,0.09,42.27,113,0,18,0,0,0.6,132,25.07,91.4,0.77,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1679,4190,sensornode0008,672.6,2.16,-0.26,45.8,127,0,18,0,0,0.47,145,23.04,139.4,2.67,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1680,4200,sensornode0005,582.7,0.68,-0.41,40.94,114,0,18,0,0,0.52,133,25.33,166.2,2.75,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1681,4200,sensornode0006,597.3,0.95,-0.09,42.41,109,0,17,0,0,0.51,127,24.8,159.2,2.66,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1682,4200,sensornode0007,802,0.82,0.06,42.35,117,0,18,0,0,0.58,136,25.03,89.6,0.73,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1683,4200,sensornode0008,677.1,2.16,-0.26,45.9,128,0,18,0,0,0.46,147,23.06,137.6,2.63,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1684,4210,sensornode0005,581.4,0.68,-0.41,40.99,112,0,18,0,0,0.52,131,25.32,164,2.69,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1685,4210,sensornode0006,597.3,0.95,-0.09,42.42,110,0,17,0,0,0.51,129,24.79,157.4,2.56,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1686,4210,sensornode0007,800.1,0.82,0.06,42.45,119,0,19,0,0,0.56,139,25.02,88.4,0.7,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1687,4210,sensornode0008,680.3,2.1,-0.26,45.87,130,0,18,0,0,0.46,148,23.07,135.6,2.55,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1688,4220,sensornode0005,581.1,0.76,-0.44,41.07,110,0,17,0,0,0.51,128,25.32,161.8,2.64,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1689,4220,sensornode0006,596.7,1.53,-0.09,42.5,113,0,18,0,0,0.52,132,24.78,155.2,2.49,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1690,4220,sensornode0007,798.1,0.95,0.03,42.39,118,0,18,0,0,0.54,137,25.01,87,0.67,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1691,4220,sensornode0008,678.1,2.1,-0.26,45.74,127,0,18,0,0,0.47,146,23.03,134,2.52,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1692,4230,sensornode0005,579,0.76,-0.44,41.05,109,0,17,0,0,0.5,127,25.29,159.8,2.56,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1693,4230,sensornode0006,599.2,1.53,-0.09,42.56,114,0,18,0,0,0.51,133,24.76,153.4,2.48,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1694,4230,sensornode0007,791,0.95,0.03,42.35,119,0,19,0,0,0.55,139,24.98,85.6,0.64,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1695,4230,sensornode0008,650.5,1.83,-0.27,45.79,127,0,18,0,0,0.47,146,22.98,132.4,2.44,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1696,4240,sensornode0005,573,0.59,-0.44,41.01,111,0,17,0,0,0.51,129,25.26,157.8,2.52,Ventilation,1,,,16,-0.44,-0.24,-0.886666666666667,-0.136666666666667,-0.28,-0.156666666666667,0,0,-0.566666666666667,-1
1697,4240,sensornode0006,600,1.21,-0.1,42.62,109,0,17,0,0,0.51,128,24.75,151.6,2.4,Ventilation,1,,,16,-0.62,-0.293333333333333,-0.92,-0.276666666666667,-0.166666666666667,0,0,0,-0.01,-1
1698,4240,sensornode0007,729.5,0.9,0.04,42.39,117,0,18,0,0,0.55,136,24.97,84.4,0.61,Ventilation,1,,,16,-0.59,-0.52,-0.906666666666667,-0.363333333333333,-0.37,0,0,0,-0.473333333333333,-1
1699,4240,sensornode0008,566,1.83,-0.27,45.99,128,0,18,0,0,0.48,146,22.94,130.6,2.38,Ventilation,1,,,16,-0.153333333333333,-0.24,-0.733333333333333,-0.19,-0.0266666666666667,0,0,0,-0.366666666666667,-1
1700,4250,sensornode0005,569.9,0.59,-0.44,41.02,109,0,17,0,0,0.51,127,25.25,155.8,2.45,Ventilation,1,,,17,-0.336666666666667,0.373333333333333,-0.506666666666667,-0.116666666666667,-0.05,0.156666666666667,0.08,0.08,0.46,-0.933333333333333
1701,4250,sensornode0006,600.6,1.21,-0.1,42.66,108,0,17,0,0,0.51,126,24.73,150,2.38,Ventilation,1,,,17,-0.386666666666667,-0.24,-0.553333333333333,0.483333333333333,0.456666666666667,0.366666666666667,0.366666666666667,0.366666666666667,0.166666666666667,-0.363333333333333
1702,4250,sensornode0007,741.3,0.9,0.04,42.43,113,0,18,0,0,0.56,132,24.95,83.4,0.58,Ventilation,1,,,17,0.1,-0.346666666666667,-0.6,0.113333333333333,0.12,0.23,0.23,0.23,0.23,-0.673333333333333
1703,4250,sensornode0008,581.6,2.38,-0.29,46.05,127,0,18,0,0,0.48,145,22.93,129.4,2.33,Ventilation,1,,,17,0.646666666666667,0.04,-0.02,0.27,0.323333333333333,0.23,0.156666666666667,0.156666666666667,0.433333333333333,-0.79
1704,4260,sensornode0005,571.8,-0.03,-0.45,41.1,111,0,17,0,0,0.52,129,25.24,153.6,2.41,Ventilation,1,,,17,-0.336666666666667,0.373333333333333,-0.506666666666667,-0.116666666666667,-0.05,0.156666666666667,0.08,0.08,0.46,-0.933333333333333
1705,4260,sensornode0006,600,0.99,-0.1,42.68,109,0,17,0,0,0.51,127,24.68,148.6,2.32,Ventilation,1,,,17,-0.386666666666667,-0.24,-0.553333333333333,0.483333333333333,0.456666666666667,0.366666666666667,0.366666666666667,0.366666666666667,0.166666666666667,-0.363333333333333
1706,4260,sensornode0007,771.4,2.46,0.03,42.5,111,0,17,0,0,0.57,130,24.95,82.2,0.54,Ventilation,1,,,17,0.1,-0.346666666666667,-0.6,0.113333333333333,0.12,0.23,0.23,0.23,0.23,-0.673333333333333
1707,4260,sensornode0008,575.3,2.38,-0.29,46.09,128,0,18,0,0,0.47,146,22.94,127.6,2.28,Ventilation,1,,,17,0.646666666666667,0.04,-0.02,0.27,0.323333333333333,0.23,0.156666666666667,0.156666666666667,0.433333333333333,-0.79
1708,4270,sensornode0005,576.8,-0.03,-0.45,41.15,109,0,17,0,0,0.51,127,25.23,151.8,2.33,Ventilation,1,,,17,-0.336666666666667,0.373333333333333,-0.506666666666667,-0.116666666666667,-0.05,0.156666666666667,0.08,0.08,0.46,-0.933333333333333
1709,4270,sensornode0006,597.7,0.99,-0.1,42.56,113,0,18,0,0,0.51,131,24.65,146.4,2.24,Ventilation,1,,,17,-0.386666666666667,-0.24,-0.553333333333333,0.483333333333333,0.456666666666667,0.366666666666667,0.366666666666667,0.366666666666667,0.166666666666667,-0.363333333333333
1710,4270,sensornode0007,779.2,2.46,0.03,42.58,109,0,17,0,0,0.56,127,24.92,81,0.52,Ventilation,1,,,17,0.1,-0.346666666666667,-0.6,0.113333333333333,0.12,0.23,0.23,0.23,0.23,-0.673333333333333
1711,4270,sensornode0008,548.6,2.5,-0.24,46.12,128,0,18,0,0,0.47,147,22.96,126.4,2.25,Ventilation,1,,,17,0.646666666666667,0.04,-0.02,0.27,0.323333333333333,0.23,0.156666666666667,0.156666666666667,0.433333333333333,-0.79
1712,4280,sensornode0005,575.6,0.92,-0.46,41.18,108,0,17,0,0,0.51,126,25.22,150,2.31,Ventilation,1,,,17,-0.336666666666667,0.373333333333333,-0.506666666666667,-0.116666666666667,-0.05,0.156666666666667,0.08,0.08,0.46,-0.933333333333333
1713,4280,sensornode0006,597.1,1.06,-0.11,42.55,116,0,18,0,0,0.52,135,24.65,144.4,2.17,Ventilation,1,,,17,-0.386666666666667,-0.24,-0.553333333333333,0.483333333333333,0.456666666666667,0.366666666666667,0.366666666666667,0.366666666666667,0.166666666666667,-0.363333333333333
1714,4280,sensornode0007,791.3,1.27,0.02,42.6,114,0,18,0,0,0.58,132,24.9,80,0.51,Ventilation,1,,,17,0.1,-0.346666666666667,-0.6,0.113333333333333,0.12,0.23,0.23,0.23,0.23,-0.673333333333333
1715,4280,sensornode0008,559.3,2.5,-0.24,46.05,124,0,17,0,0,0.47,143,22.93,125.2,2.19,Ventilation,1,,,17,0.646666666666667,0.04,-0.02,0.27,0.323333333333333,0.23,0.156666666666667,0.156666666666667,0.433333333333333,-0.79
1716,4290,sensornode0005,568.7,0.92,-0.46,41.21,106,0,16,0,0,0.52,123,25.21,148.4,2.28,Ventilation,1,,,17,-0.336666666666667,0.373333333333333,-0.506666666666667,-0.116666666666667,-0.05,0.156666666666667,0.08,0.08,0.46,-0.933333333333333
1717,4290,sensornode0006,597.1,1.06,-0.11,42.5,113,0,18,0,0,0.53,132,24.63,142.6,2.16,Ventilation,1,,,17,-0.386666666666667,-0.24,-0.553333333333333,0.483333333333333,0.456666666666667,0.366666666666667,0.366666666666667,0.366666666666667,0.166666666666667,-0.363333333333333
1718,4290,sensornode0007,795.5,1.27,0.02,42.56,116,0,18,0,0,0.56,135,24.88,79,0.47,Ventilation,1,,,17,0.1,-0.346666666666667,-0.6,0.113333333333333,0.12,0.23,0.23,0.23,0.23,-0.673333333333333
1719,4290,sensornode0008,545.2,2.4,-0.26,45.94,125,0,17,0,0,0.47,143,22.92,123.8,2.15,Ventilation,1,,,17,0.646666666666667,0.04,-0.02,0.27,0.323333333333333,0.23,0.156666666666667,0.156666666666667,0.433333333333333,-0.79
1720,4300,sensornode0005,565.6,0.8,-0.47,41.19,105,0,16,0,0,0.51,123,25.19,146.6,2.2,Ventilation,1,,,17,-0.336666666666667,0.373333333333333,-0.506666666666667,-0.116666666666667,-0.05,0.156666666666667,0.08,0.08,0.46,-0.933333333333333
1721,4300,sensornode0006,596.9,1,-0.11,42.46,112,0,18,0,0,0.54,131,24.61,140.8,2.08,Ventilation,1,,,17,-0.386666666666667,-0.24,-0.553333333333333,0.483333333333333,0.456666666666667,0.366666666666667,0.366666666666667,0.366666666666667,0.166666666666667,-0.363333333333333
1722,4300,sensornode0007,800.4,1.37,0.01,42.41,116,0,18,0,0,0.57,135,24.89,77.8,0.44,Ventilation,1,,,17,0.1,-0.346666666666667,-0.6,0.113333333333333,0.12,0.23,0.23,0.23,0.23,-0.673333333333333
1723,4300,sensornode0008,584,2.4,-0.26,45.8,127,0,18,0,0,0.44,146,22.91,122.4,2.07,Ventilation,1,,,17,0.646666666666667,0.04,-0.02,0.27,0.323333333333333,0.23,0.156666666666667,0.156666666666667,0.433333333333333,-0.79
1724,4310,sensornode0005,567.6,0.8,-0.47,41.09,102,0,16,0,0,0.5,119,25.17,144.6,2.14,Ventilation,1,,,17,-0.336666666666667,0.373333333333333,-0.506666666666667,-0.116666666666667,-0.05,0.156666666666667,0.08,0.08,0.46,-0.933333333333333
1725,4310,sensornode0006,595.8,1,-0.11,42.41,111,0,17,0,0,0.53,129,24.59,139.2,2.11,Ventilation,1,,,17,-0.386666666666667,-0.24,-0.553333333333333,0.483333333333333,0.456666666666667,0.366666666666667,0.366666666666667,0.366666666666667,0.166666666666667,-0.363333333333333
